date,usd_per_oz,usd_per_gram,vnd_per_gram,vnd_per_tael
2012-09-11,1731.75,55.68,1452676,54475358
2012-09-12,1731.50,55.67,1452466,54467494
2012-09-13,1766.90,56.81,1482162,55581066
2012-09-14,1772.48,56.99,1486842,55756594
2012-09-17,1761.45,56.63,1477590,55409624
2012-09-18,1770.95,56.94,1485559,55708464
2012-09-19,1769.80,56.90,1484594,55672292
2012-09-20,1766.70,56.80,1481994,55574772
2012-09-21,1773.05,57.00,1487321,55774526
2012-09-24,1764.15,56.72,1479855,55494560
2012-09-25,1760.65,56.61,1476919,55384461
2012-09-26,1752.20,56.33,1469831,55118648
2012-09-27,1777.90,57.16,1491389,55927091
2012-09-28,1771.22,56.95,1485786,55716958
2012-10-01,1774.40,57.05,1488453,55816992
2012-10-02,1778.00,57.16,1491473,55930236
2012-10-03,1779.15,57.20,1492438,55966412
2012-10-04,1790.55,57.57,1502001,56325021
2012-10-05,1780.98,57.26,1493973,56023977
2012-10-08,1774.90,57.06,1488873,55832720
2012-10-09,1764.15,56.72,1479855,55494560
2012-10-10,1762.55,56.67,1478513,55444230
2012-10-11,1768.80,56.87,1483756,55640835
2012-10-12,1754.25,56.40,1471550,55183136
2012-10-15,1736.10,55.82,1456325,54612194
2012-10-16,1747.80,56.19,1466140,54980241
2012-10-17,1750.30,56.27,1468237,55058883
2012-10-18,1741.70,56.00,1461023,54788352
2012-10-19,1720.90,55.33,1443575,54134052
2012-10-22,1729.45,55.60,1450747,54403005
2012-10-23,1708.70,54.94,1433341,53750276
2012-10-24,1702.43,54.73,1428081,53553045
2012-10-25,1711.80,55.04,1435941,53847796
2012-10-26,1711.35,55.02,1435564,53833638
2012-10-29,1709.85,54.97,1434305,53786453
2012-10-30,1709.49,54.96,1434003,53775128
2012-10-31,1720.55,55.32,1443281,54123043
2012-11-01,1714.70,55.13,1438374,53939017
2012-11-02,1677.85,53.94,1407462,52779834
2012-11-05,1684.60,54.16,1413124,52992168
2012-11-06,1715.95,55.17,1439422,53978338
2012-11-07,1716.69,55.19,1440043,54001616
2012-11-08,1730.99,55.65,1452039,54451450
2012-11-09,1731.24,55.66,1452248,54459314
2012-11-12,1728.35,55.57,1449824,54368404
2012-11-13,1725.50,55.48,1447433,54278753
2012-11-14,1726.45,55.51,1448230,54308635
2012-11-15,1715.80,55.16,1439297,53973623
2012-11-16,1713.70,55.10,1437535,53907560
2012-11-19,1731.94,55.68,1452836,54481333
2012-11-20,1728.65,55.58,1450076,54377842
2012-11-21,1729.11,55.59,1450462,54392311
2012-11-22,1729.55,55.61,1450831,54406154
2012-11-23,1753.00,56.36,1470502,55143815
2012-11-26,1749.10,56.23,1467230,55021133
2012-11-27,1742.05,56.01,1461316,54799365
2012-11-28,1719.69,55.29,1442560,54095987
2012-11-29,1725.40,55.47,1447350,54275608
2012-11-30,1714.80,55.13,1438458,53942166
2012-12-03,1715.25,55.15,1438835,53956320
2012-12-04,1697.35,54.57,1423820,53393242
2012-12-05,1693.99,54.46,1421001,53287548
2012-12-06,1699.14,54.63,1425321,53449551
2012-12-07,1703.65,54.77,1429105,53591422
2012-12-10,1710.25,54.99,1434641,53799036
2012-12-11,1710.10,54.98,1434515,53794317
2012-12-12,1711.95,55.04,1436067,53852511
2012-12-13,1697.30,54.57,1423778,53391672
2012-12-14,1695.47,54.51,1422243,53334103
2012-12-17,1697.93,54.59,1424306,53411489
2012-12-18,1670.15,53.70,1401003,52537618
2012-12-19,1666.94,53.59,1398310,52436639
2012-12-20,1647.75,52.98,1382213,51832984
2012-12-21,1656.99,53.27,1389964,52123645
2012-12-24,1657.48,53.29,1390375,52139059
2012-12-25,1658.90,53.33,1391566,52183729
2012-12-26,1660.14,53.37,1392606,52222735
2012-12-27,1663.90,53.50,1395760,52341013
2012-12-28,1655.40,53.22,1388630,52073630
2012-12-31,1674.95,53.85,1405030,52688608
2013-01-01,1675.15,53.86,1405197,52694902
2013-01-02,1686.75,54.23,1414928,53059801
2013-01-03,1663.35,53.48,1395299,52323710
2013-01-04,1656.85,53.27,1389846,52119241
2013-01-07,1647.25,52.96,1381793,51817256
2013-01-08,1659.00,53.34,1391650,52186874
2013-01-09,1657.90,53.30,1390727,52152272
2013-01-10,1675.25,53.86,1405281,52698047
2013-01-11,1663.05,53.47,1395047,52314275
2013-01-14,1667.20,53.60,1398528,52444818
2013-01-15,1678.90,53.98,1408343,52812865
2013-01-16,1679.50,54.00,1408846,52831739
2013-01-17,1687.64,54.26,1415675,53087797
2013-01-18,1683.95,54.14,1412579,52971720
2013-01-21,1690.05,54.34,1417696,53163610
2013-01-22,1692.10,54.40,1419416,53228094
2013-01-23,1685.75,54.20,1414089,53028344
2013-01-24,1667.74,53.62,1398981,52461806
2013-01-25,1658.69,53.33,1391390,52177120
2013-01-28,1654.95,53.21,1388253,52059472
2013-01-29,1663.85,53.49,1395718,52339439
2013-01-30,1677.10,53.92,1406833,52756241
2013-01-31,1663.60,53.49,1395509,52331574
2013-02-01,1667.15,53.60,1398487,52443247
2013-02-04,1674.40,53.83,1404568,52671309
2013-02-05,1673.00,53.79,1403394,52627269
2013-02-06,1677.49,53.93,1407160,52768510
2013-02-07,1671.30,53.73,1401968,52573794
2013-02-08,1667.50,53.61,1398780,52454257
2013-02-11,1649.74,53.04,1383882,51895583
2013-02-12,1650.80,53.07,1384771,51928929
2013-02-13,1642.74,52.82,1378010,51675385
2013-02-14,1634.85,52.56,1371392,51427191
2013-02-15,1609.44,51.74,1350077,50627872
2013-02-18,1610.05,51.76,1350588,50647064
2013-02-19,1604.60,51.59,1346017,50475622
2013-02-20,1562.90,50.25,1311037,49163873
2013-02-21,1576.05,50.67,1322068,49577532
2013-02-22,1580.70,50.82,1325968,49723803
2013-02-25,1594.24,51.26,1337326,50149729
2013-02-26,1613.49,51.87,1353474,50755273
2013-02-27,1597.60,51.36,1340145,50255424
2013-02-28,1580.14,50.80,1325498,49706189
2013-03-01,1575.24,50.65,1321388,49552050
2013-03-04,1573.95,50.60,1320306,49511469
2013-03-05,1575.44,50.65,1321556,49558339
2013-03-06,1583.69,50.92,1328476,49817858
2013-03-07,1578.90,50.76,1324458,49667183
2013-03-08,1578.35,50.75,1323997,49649880
2013-03-11,1581.00,50.83,1326220,49733241
2013-03-12,1592.70,51.21,1336034,50101285
2013-03-13,1587.80,51.05,1331924,49947149
2013-03-14,1590.30,51.13,1334021,50025791
2013-03-15,1592.45,51.20,1335825,50093420
2013-03-18,1605.30,51.61,1346604,50497644
2013-03-19,1613.40,51.87,1353398,50752443
2013-03-20,1606.50,51.65,1347610,50535390
2013-03-21,1614.70,51.91,1354489,50793335
2013-03-22,1608.45,51.71,1349246,50596730
2013-03-25,1605.40,51.61,1346688,50500788
2013-03-26,1599.20,51.42,1341487,50305754
2013-03-27,1605.40,51.61,1346688,50500788
2013-03-28,1596.74,51.34,1339423,50228371
2013-04-01,1598.90,51.41,1341235,50296319
2013-04-02,1575.85,50.66,1321900,49571238
2013-04-03,1557.85,50.09,1306800,49005015
2013-04-04,1553.32,49.94,1303000,48862515
2013-04-05,1582.00,50.86,1327059,49764698
2013-04-08,1573.70,50.60,1320096,49503605
2013-04-09,1585.20,50.97,1329743,49865358
2013-04-10,1558.75,50.11,1307555,49033327
2013-04-11,1561.35,50.20,1309736,49115114
2013-04-12,1478.85,47.55,1240531,46519926
2013-04-15,1353.25,43.51,1135172,42568949
2013-04-16,1368.90,44.01,1148300,43061249
2013-04-17,1377.00,44.27,1155095,43316049
2013-04-18,1391.25,44.73,1167048,43764309
2013-04-19,1404.35,45.15,1178037,44176392
2013-04-22,1426.25,45.85,1196408,44865298
2013-04-23,1413.35,45.44,1185587,44459504
2013-04-24,1431.30,46.02,1200644,45024156
2013-04-25,1467.85,47.19,1231304,46173901
2013-04-26,1463.00,47.04,1227236,46021336
2013-04-29,1476.65,47.48,1238686,46450722
2013-04-30,1477.10,47.49,1239063,46464876
2013-05-01,1457.60,46.86,1222706,45851468
2013-05-02,1467.10,47.17,1230675,46150308
2013-05-03,1470.70,47.28,1233695,46263552
2013-05-06,1469.50,47.25,1232688,46225805
2013-05-07,1452.60,46.70,1218512,45694184
2013-05-08,1472.80,47.35,1235456,46329614
2013-05-09,1458.20,46.88,1223209,45870342
2013-05-10,1448.20,46.56,1214821,45555773
2013-05-13,1430.55,45.99,1200015,45000563
2013-05-14,1426.00,45.85,1196198,44857433
2013-05-15,1392.90,44.78,1168432,43816213
2013-05-16,1386.30,44.57,1162896,43608599
2013-05-17,1359.20,43.70,1140163,42756116
2013-05-20,1394.15,44.82,1169481,43855534
2013-05-21,1376.30,44.25,1154507,43294031
2013-05-22,1369.40,44.03,1148719,43076978
2013-05-23,1391.20,44.73,1167006,43762734
2013-05-24,1386.05,44.56,1162686,43600735
2013-05-27,1394.78,44.84,1170009,43875352
2013-05-28,1380.85,44.40,1158324,43437157
2013-05-29,1392.95,44.78,1168474,43817784
2013-05-30,1413.75,45.45,1185922,44472087
2013-05-31,1386.90,44.59,1163399,43627472
2013-06-03,1411.60,45.38,1184119,44404454
2013-06-04,1399.90,45.01,1174304,44036411
2013-06-05,1403.30,45.12,1177156,44143365
2013-06-06,1413.65,45.45,1185838,44468942
2013-06-07,1384.47,44.51,1161361,43551030
2013-06-10,1386.90,44.59,1163399,43627472
2013-06-11,1379.60,44.36,1157276,43397836
2013-06-12,1388.40,44.64,1164658,43674657
2013-06-13,1386.05,44.56,1162686,43600735
2013-06-14,1390.70,44.71,1166587,43747006
2013-06-17,1384.85,44.52,1161680,43562984
2013-06-18,1368.40,44.00,1147881,43045521
2013-06-19,1351.30,43.45,1133536,42507610
2013-06-20,1278.00,41.09,1072049,40201823
2013-06-21,1297.25,41.71,1088196,40807367
2013-06-24,1281.90,41.21,1075320,40324505
2013-06-25,1277.35,41.07,1071503,40181376
2013-06-26,1226.35,39.43,1028722,38577077
2013-06-27,1200.75,38.60,1007248,37771783
2013-06-28,1234.25,39.68,1035349,38825587
2013-07-01,1253.30,40.29,1051329,39424841
2013-07-02,1242.50,39.95,1042269,39085106
2013-07-03,1252.30,40.26,1050490,39393384
2013-07-04,1250.30,40.20,1048813,39330471
2013-07-05,1223.80,39.35,1026583,38496865
2013-07-08,1237.00,39.77,1037656,38912093
2013-07-09,1249.95,40.19,1048519,39319458
2013-07-10,1264.25,40.65,1060514,39769292
2013-07-11,1285.30,41.32,1078172,40431460
2013-07-12,1284.90,41.31,1077837,40418876
2013-07-15,1282.60,41.24,1075907,40346524
2013-07-16,1292.60,41.56,1084296,40661092
2013-07-17,1276.00,41.02,1070371,40138909
2013-07-18,1285.10,41.32,1078004,40425166
2013-07-19,1296.35,41.68,1087441,40779055
2013-07-22,1335.90,42.95,1120618,42023174
2013-07-23,1348.10,43.34,1130852,42406946
2013-07-24,1321.30,42.48,1108371,41563905
2013-07-25,1333.65,42.88,1118731,41952396
2013-07-26,1333.90,42.89,1118940,41960260
2013-07-29,1327.60,42.68,1113655,41762081
2013-07-30,1327.30,42.67,1113404,41752646
2013-07-31,1323.10,42.54,1109881,41620525
2013-08-01,1308.95,42.08,1098011,41175410
2013-08-02,1312.00,42.18,1100569,41271355
2013-08-05,1303.95,41.92,1093817,41018126
2013-08-06,1281.90,41.21,1075320,40324505
2013-08-07,1287.75,41.40,1080227,40508527
2013-08-08,1312.00,42.18,1100569,41271355
2013-08-09,1314.50,42.26,1102667,41349997
2013-08-12,1336.40,42.97,1121037,42038902
2013-08-13,1321.30,42.48,1108371,41563905
2013-08-14,1335.20,42.93,1120031,42001152
2013-08-15,1366.05,43.92,1145909,42971598
2013-08-16,1376.40,44.25,1154591,43297175
2013-08-19,1365.98,43.92,1145851,42969394
2013-08-20,1371.17,44.08,1150204,43132657
2013-08-21,1366.35,43.93,1146161,42981033
2013-08-22,1375.85,44.23,1154130,43279873
2013-08-23,1396.85,44.91,1171746,43940466
2013-08-26,1404.90,45.17,1178499,44193695
2013-08-27,1416.65,45.55,1188355,44563313
2013-08-28,1418.50,45.61,1189907,44621507
2013-08-29,1408.25,45.28,1181309,44299075
2013-08-30,1396.40,44.90,1171368,43926312
2013-09-02,1394.90,44.85,1170110,43879127
2013-09-03,1412.65,45.42,1185000,44437485
2013-09-04,1391.45,44.74,1167216,43770598
2013-09-05,1367.85,43.98,1147419,43028218
2013-09-06,1391.61,44.74,1167350,43775633
2013-09-09,1387.05,44.59,1163525,43632191
2013-09-10,1364.45,43.87,1144567,42921264
2013-09-11,1366.75,43.94,1146496,42993616
2013-09-12,1321.05,42.47,1108161,41556041
2013-09-13,1326.72,42.66,1112917,41734399
2013-09-16,1314.00,42.25,1102247,41334269
2013-09-17,1309.65,42.11,1098598,41197432
2013-09-18,1365.15,43.89,1145154,42943286
2013-09-19,1365.00,43.89,1145028,42938567
2013-09-20,1325.38,42.61,1111793,41692248
2013-09-23,1322.15,42.51,1109084,41590643
2013-09-24,1323.20,42.54,1109965,41623670
2013-09-25,1333.60,42.88,1118689,41950822
2013-09-26,1323.70,42.56,1110384,41639398
2013-09-27,1336.20,42.96,1120870,42032609
2013-09-30,1327.55,42.68,1113614,41760510
2013-10-01,1286.60,41.37,1079263,40472351
2013-10-02,1315.25,42.29,1103296,41373590
2013-10-03,1317.30,42.35,1105015,41438078
2013-10-04,1311.35,42.16,1100024,41250908
2013-10-07,1321.79,42.50,1108782,41579319
2013-10-08,1318.80,42.40,1106274,41485263
2013-10-09,1307.20,42.03,1096543,41120361
2013-10-10,1286.24,41.35,1078961,40461027
2013-10-11,1273.11,40.93,1067947,40047999
2013-10-14,1273.40,40.94,1068190,40057122
2013-10-15,1280.80,41.18,1074397,40289904
2013-10-16,1281.60,41.20,1075068,40315067
2013-10-17,1319.70,42.43,1107029,41513571
2013-10-18,1316.24,42.32,1104126,41404732
2013-10-21,1315.75,42.30,1103715,41389318
2013-10-22,1340.65,43.10,1124603,42172594
2013-10-23,1332.35,42.84,1117640,41911501
2013-10-24,1347.15,43.31,1130055,42377063
2013-10-25,1352.13,43.47,1134232,42533718
2013-10-28,1352.20,43.47,1134291,42535918
2013-10-29,1344.30,43.22,1127664,42287412
2013-10-30,1342.80,43.17,1126406,42240227
2013-10-31,1323.80,42.56,1110468,41642547
2013-11-01,1315.35,42.29,1103380,41376735
2013-11-04,1314.74,42.27,1102868,41357547
2013-11-05,1311.60,42.17,1100234,41258772
2013-11-06,1318.40,42.39,1105938,41472679
2013-11-07,1307.95,42.05,1097172,41143953
2013-11-08,1288.20,41.42,1080605,40522681
2013-11-11,1283.28,41.26,1076478,40367916
2013-11-12,1267.99,40.77,1063652,39886940
2013-11-13,1278.99,41.12,1072879,40232965
2013-11-14,1287.39,41.39,1079925,40497203
2013-11-15,1290.05,41.48,1082157,40580879
2013-11-18,1274.35,40.97,1068987,40087005
2013-11-19,1275.25,41.00,1069742,40115317
2013-11-20,1243.20,39.97,1042857,39107124
2013-11-21,1242.75,39.96,1042479,39092970
2013-11-22,1243.60,39.98,1043192,39119708
2013-11-25,1252.60,40.27,1050742,39402819
2013-11-26,1243.30,39.97,1042941,39110273
2013-11-27,1237.40,39.78,1037991,38924677
2013-11-28,1244.15,40.00,1043654,39137010
2013-11-29,1253.49,40.30,1051488,39430816
2013-12-02,1220.05,39.23,1023437,38378902
2013-12-03,1223.89,39.35,1026659,38499695
2013-12-04,1243.66,39.98,1043243,39121597
2013-12-05,1224.88,39.38,1027489,38530837
2013-12-06,1228.85,39.51,1030819,38655720
2013-12-09,1240.94,39.90,1040961,39036031
2013-12-10,1260.72,40.53,1057553,39658248
2013-12-11,1251.75,40.24,1050029,39376081
2013-12-12,1223.80,39.35,1026583,38496865
2013-12-13,1238.30,39.81,1038746,38952989
2013-12-16,1240.57,39.89,1040650,39024393
2013-12-17,1230.10,39.55,1031868,38695040
2013-12-18,1218.07,39.16,1021776,38316614
2013-12-19,1190.10,38.26,998314,37436767
2013-12-20,1203.25,38.69,1009345,37850425
2013-12-23,1198.84,38.54,1005645,37711700
2013-12-24,1204.35,38.72,1010267,37885027
2013-12-25,1204.70,38.73,1010561,37896036
2013-12-26,1210.70,38.92,1015594,38084777
2013-12-27,1213.19,39.00,1017683,38163104
2013-12-30,1196.40,38.47,1003599,37634947
2013-12-31,1205.55,38.76,1011274,37922778
2014-01-01,1205.90,38.77,1011568,37933787
2014-01-02,1224.89,39.38,1027497,38531151
2014-01-03,1236.55,39.76,1037278,38897939
2014-01-06,1238.05,39.80,1038537,38945124
2014-01-07,1232.10,39.61,1033545,38757954
2014-01-08,1226.10,39.42,1028512,38569213
2014-01-09,1228.00,39.48,1030106,38628982
2014-01-10,1247.10,40.10,1046128,39229806
2014-01-13,1253.44,40.30,1051446,39429242
2014-01-14,1245.10,40.03,1044450,39166893
2014-01-15,1241.74,39.92,1041632,39061198
2014-01-16,1242.55,39.95,1042311,39086680
2014-01-17,1253.82,40.31,1051765,39441195
2014-01-20,1254.35,40.33,1052210,39457869
2014-01-21,1241.49,39.91,1041422,39053334
2014-01-22,1236.49,39.75,1037228,38896050
2014-01-23,1264.35,40.65,1060598,39772437
2014-01-24,1269.25,40.81,1064709,39926576
2014-01-27,1257.07,40.42,1054491,39543430
2014-01-28,1256.55,40.40,1054055,39527076
2014-01-29,1268.40,40.78,1063996,39899838
2014-01-30,1243.70,39.99,1043276,39122852
2014-01-31,1243.80,39.99,1043360,39126001
2014-02-03,1257.64,40.43,1054970,39561362
2014-02-04,1255.00,40.35,1052755,39478316
2014-02-05,1258.01,40.45,1055280,39573001
2014-02-06,1257.64,40.43,1054970,39561362
2014-02-07,1267.06,40.74,1062872,39857687
2014-02-10,1274.90,40.99,1069448,40104308
2014-02-11,1291.85,41.53,1083667,40637500
2014-02-12,1291.25,41.51,1083163,40618626
2014-02-13,1302.70,41.88,1092768,40978805
2014-02-14,1318.93,42.40,1106383,41489353
2014-02-17,1329.10,42.73,1114914,41809266
2014-02-18,1321.60,42.49,1108622,41573340
2014-02-19,1311.80,42.18,1100402,41265065
2014-02-20,1322.89,42.53,1109705,41613920
2014-02-21,1323.39,42.55,1110124,41629649
2014-02-24,1337.00,42.99,1121541,42057776
2014-02-25,1340.75,43.11,1124686,42175739
2014-02-26,1330.75,42.78,1116298,41861171
2014-02-27,1331.44,42.81,1116877,41882874
2014-02-28,1326.40,42.64,1112649,41724334
2014-03-03,1350.90,43.43,1133201,42495026
2014-03-04,1334.90,42.92,1119779,41991717
2014-03-05,1337.39,43.00,1121868,42070044
2014-03-06,1351.35,43.45,1133578,42509181
2014-03-07,1340.25,43.09,1124267,42160011
2014-03-10,1339.15,43.05,1123344,42125409
2014-03-11,1349.95,43.40,1132404,42465140
2014-03-12,1367.08,43.95,1146773,43003996
2014-03-13,1370.60,44.07,1149726,43114725
2014-03-14,1382.24,44.44,1159490,43480882
2014-03-17,1366.95,43.95,1146664,42999906
2014-03-18,1356.25,43.60,1137689,42663320
2014-03-19,1331.45,42.81,1116885,41883189
2014-03-20,1328.50,42.71,1114410,41790393
2014-03-21,1334.55,42.91,1119486,41980708
2014-03-24,1309.62,42.11,1098573,41196488
2014-03-25,1311.05,42.15,1099773,41241473
2014-03-26,1304.10,41.93,1093943,41022846
2014-03-27,1291.14,41.51,1083071,40615166
2014-03-28,1294.00,41.60,1085470,40705132
2014-03-31,1284.25,41.29,1077291,40398428
2014-04-01,1279.15,41.13,1073013,40237999
2014-04-02,1289.80,41.47,1081947,40573015
2014-04-03,1287.30,41.39,1079850,40494373
2014-04-04,1302.70,41.88,1092768,40978805
2014-04-07,1296.65,41.69,1087693,40788494
2014-04-08,1308.72,42.08,1097818,41168176
2014-04-09,1311.90,42.18,1100486,41268210
2014-04-10,1318.92,42.40,1106374,41489038
2014-04-11,1318.47,42.39,1105997,41474880
2014-04-14,1326.40,42.64,1112649,41724334
2014-04-15,1302.65,41.88,1092726,40977234
2014-04-16,1302.80,41.89,1092852,40981954
2014-04-17,1294.85,41.63,1086183,40731870
2014-04-18,1293.78,41.60,1085286,40698213
2014-04-21,1290.15,41.48,1082241,40584024
2014-04-22,1283.50,41.27,1076662,40374836
2014-04-23,1283.90,41.28,1076998,40387419
2014-04-24,1293.85,41.60,1085344,40700413
2014-04-25,1303.45,41.91,1093397,41002398
2014-04-28,1296.10,41.67,1087232,40771191
2014-04-29,1296.48,41.68,1087551,40783145
2014-04-30,1291.90,41.54,1083709,40639074
2014-05-01,1284.10,41.28,1077166,40393709
2014-05-02,1300.32,41.81,1090772,40903938
2014-05-05,1309.85,42.11,1098766,41203722
2014-05-06,1307.65,42.04,1096920,41134519
2014-05-07,1289.55,41.46,1081737,40565151
2014-05-08,1289.60,41.46,1081779,40566722
2014-05-09,1289.33,41.45,1081553,40558228
2014-05-12,1295.80,41.66,1086980,40761756
2014-05-13,1293.35,41.58,1084925,40684685
2014-05-14,1305.60,41.98,1095201,41070031
2014-05-15,1296.35,41.68,1087441,40779055
2014-05-16,1293.70,41.59,1085218,40695694
2014-05-19,1291.95,41.54,1083751,40640644
2014-05-20,1294.25,41.61,1085680,40712997
2014-05-21,1291.85,41.53,1083667,40637500
2014-05-22,1293.85,41.60,1085344,40700413
2014-05-23,1293.11,41.57,1084724,40677135
2014-05-26,1293.05,41.57,1084673,40675250
2014-05-27,1263.70,40.63,1060053,39751989
2014-05-28,1258.50,40.46,1055691,39588415
2014-05-29,1256.05,40.38,1053636,39511347
2014-05-30,1251.05,40.22,1049442,39354063
2014-06-02,1244.35,40.01,1043821,39143300
2014-06-03,1244.65,40.02,1044073,39152739
2014-06-04,1243.80,39.99,1043360,39126001
2014-06-05,1253.60,40.30,1051581,39434276
2014-06-06,1252.73,40.28,1050851,39406909
2014-06-09,1252.08,40.26,1050306,39386461
2014-06-10,1260.80,40.54,1057620,39660767
2014-06-11,1260.74,40.53,1057570,39658878
2014-06-12,1273.36,40.94,1068156,40055863
2014-06-13,1277.00,41.06,1071210,40170366
2014-06-16,1271.60,40.88,1066680,40000499
2014-06-17,1271.50,40.88,1066596,39997354
2014-06-18,1278.40,41.10,1072384,40214406
2014-06-19,1320.10,42.44,1107364,41526155
2014-06-20,1314.82,42.27,1102935,41360062
2014-06-23,1318.10,42.38,1105686,41463241
2014-06-24,1318.30,42.38,1105854,41469535
2014-06-25,1319.50,42.42,1106861,41507281
2014-06-26,1317.95,42.37,1105561,41458522
2014-06-27,1315.35,42.29,1103380,41376735
2014-06-30,1327.50,42.68,1113572,41758936
2014-07-01,1325.75,42.62,1112104,41703887
2014-07-02,1327.45,42.68,1113530,41757362
2014-07-03,1319.80,42.43,1107113,41516720
2014-07-04,1320.55,42.46,1107742,41540313
2014-07-07,1320.20,42.45,1107448,41529300
2014-07-08,1318.95,42.41,1106399,41489979
2014-07-09,1326.70,42.65,1112901,41733769
2014-07-10,1335.55,42.94,1120324,42012165
2014-07-11,1338.15,43.02,1122505,42093952
2014-07-14,1307.15,42.03,1096501,41118790
2014-07-15,1294.45,41.62,1085848,40719286
2014-07-16,1299.37,41.78,1089975,40874055
2014-07-17,1318.25,42.38,1105812,41467960
2014-07-18,1310.90,42.15,1099647,41236753
2014-07-21,1311.90,42.18,1100486,41268210
2014-07-22,1307.35,42.03,1096669,41125080
2014-07-23,1304.15,41.93,1093985,41024420
2014-07-24,1293.35,41.58,1084925,40684685
2014-07-25,1308.05,42.05,1097256,41147102
2014-07-28,1304.25,41.93,1094068,41027565
2014-07-29,1298.75,41.76,1089455,40854552
2014-07-30,1295.05,41.64,1086351,40738164
2014-07-31,1282.35,41.23,1075698,40338660
2014-08-01,1294.10,41.61,1085554,40708277
2014-08-04,1288.35,41.42,1080731,40527401
2014-08-05,1288.00,41.41,1080437,40516391
2014-08-06,1306.25,42.00,1095746,41090478
2014-08-07,1313.55,42.23,1101870,41320115
2014-08-08,1309.60,42.10,1098556,41195858
2014-08-11,1308.10,42.06,1097298,41148673
