date,usd_per_oz,usd_per_gram,vnd_per_gram,vnd_per_tael
2018-04-26,1317.28,42.35,1104999,41437448
2018-04-27,1322.80,42.53,1109629,41611090
2018-04-30,1315.36,42.29,1103388,41377050
2018-05-01,1303.97,41.92,1093833,41018756
2018-05-02,1304.85,41.95,1094572,41046438
2018-05-03,1312.09,42.18,1100645,41274185
2018-05-04,1315.05,42.28,1103128,41367300
2018-05-07,1314.30,42.26,1102499,41343707
2018-05-08,1314.47,42.26,1102641,41349053
2018-05-09,1312.78,42.21,1101224,41295892
2018-05-10,1321.39,42.48,1108446,41566735
2018-05-11,1318.22,42.38,1105787,41467016
2018-05-14,1312.82,42.21,1101257,41297148
2018-05-15,1290.64,41.50,1082652,40599438
2018-05-16,1291.03,41.51,1082979,40611706
2018-05-17,1291.00,41.51,1082954,40610762
2018-05-18,1292.50,41.55,1084212,40657947
2018-05-21,1292.68,41.56,1084363,40663611
2018-05-22,1291.32,41.52,1083222,40620826
2018-05-23,1293.75,41.59,1085260,40697268
2018-05-24,1304.88,41.95,1094597,41047383
2018-05-25,1301.61,41.85,1091854,40944518
2018-05-28,1298.11,41.74,1088918,40834420
2018-05-29,1298.86,41.76,1089547,40858012
2018-05-30,1301.48,41.84,1091745,40940429
2018-05-31,1298.32,41.74,1089094,40841024
2018-06-01,1293.14,41.58,1084749,40678080
2018-06-04,1291.98,41.54,1083776,40641589
2018-06-05,1296.13,41.67,1087257,40772135
2018-06-06,1297.00,41.70,1087987,40799503
2018-06-07,1297.12,41.70,1088087,40803278
2018-06-08,1298.75,41.76,1089455,40854552
2018-06-11,1300.14,41.80,1090621,40898278
2018-06-12,1295.97,41.67,1087123,40767101
2018-06-13,1299.71,41.79,1090260,40884750
2018-06-14,1302.22,41.87,1092366,40963706
2018-06-15,1279.84,41.15,1073592,40259703
2018-06-18,1278.31,41.10,1072309,40211577
2018-06-19,1274.76,40.98,1069331,40099903
2018-06-20,1268.10,40.77,1063744,39890400
2018-06-21,1267.20,40.74,1062989,39862088
2018-06-22,1269.28,40.81,1064734,39927521
2018-06-25,1266.00,40.70,1061982,39824341
2018-06-26,1258.99,40.48,1056102,39603829
2018-06-27,1252.02,40.25,1050255,39384575
2018-06-28,1248.28,40.13,1047118,39266927
2018-06-29,1253.00,40.28,1051077,39415402
2018-07-02,1241.97,39.93,1041825,39068433
2018-07-03,1252.93,40.28,1051019,39413202
2018-07-04,1256.95,40.41,1054391,39539655
2018-07-05,1257.76,40.44,1055070,39565137
2018-07-06,1254.99,40.35,1052747,39478001
2018-07-09,1257.76,40.44,1055070,39565137
2018-07-10,1255.65,40.37,1053300,39498764
2018-07-11,1242.16,39.94,1041984,39074411
2018-07-12,1247.14,40.10,1046162,39231066
2018-07-13,1241.52,39.92,1041447,39054279
2018-07-16,1240.82,39.89,1040860,39032257
2018-07-17,1227.51,39.47,1029695,38613568
2018-07-18,1227.18,39.45,1029418,38603189
2018-07-19,1222.80,39.31,1025744,38465408
2018-07-20,1231.76,39.60,1033260,38747260
2018-07-23,1224.54,39.37,1027204,38520142
2018-07-24,1224.55,39.37,1027212,38520457
2018-07-25,1231.61,39.60,1033134,38742541
2018-07-26,1222.67,39.31,1025635,38461318
2018-07-27,1223.38,39.33,1026231,38483651
2018-07-30,1221.80,39.28,1024905,38433951
2018-07-31,1223.83,39.35,1026608,38497806
2018-08-01,1216.05,39.10,1020082,38253074
2018-08-02,1207.96,38.84,1013296,37998586
2018-08-03,1213.43,39.01,1017884,38170657
2018-08-06,1206.94,38.80,1012440,37966499
2018-08-07,1211.02,38.94,1015863,38094846
2018-08-08,1213.61,39.02,1018035,38176318
2018-08-09,1212.35,38.98,1016978,38136682
2018-08-10,1211.30,38.94,1016097,38103654
2018-08-13,1193.64,38.38,1001283,37548126
2018-08-14,1194.03,38.39,1001611,37560394
2018-08-15,1174.88,37.77,985547,36957995
2018-08-16,1174.16,37.75,984943,36935347
2018-08-17,1184.77,38.09,993843,37269104
2018-08-20,1190.53,38.28,998675,37450296
2018-08-21,1196.12,38.46,1003364,37626138
2018-08-22,1195.51,38.44,1002852,37606950
2018-08-23,1185.31,38.11,994296,37286092
2018-08-24,1205.97,38.77,1011626,37935987
2018-08-27,1211.35,38.95,1016139,38105225
2018-08-28,1201.26,38.62,1007675,37787827
2018-08-29,1206.66,38.79,1012205,37957694
2018-08-30,1199.88,38.58,1006518,37744416
2018-08-31,1201.09,38.62,1007533,37782478
2018-09-03,1201.15,38.62,1007583,37784367
2018-09-04,1191.35,38.30,999362,37476089
2018-09-05,1196.75,38.48,1003892,37645956
2018-09-06,1200.14,38.59,1006736,37752595
2018-09-07,1195.86,38.45,1003146,37617959
2018-09-10,1195.88,38.45,1003162,37618589
2018-09-11,1198.29,38.53,1005184,37694401
2018-09-12,1206.19,38.78,1011811,37942907
2018-09-13,1201.44,38.63,1007826,37793487
2018-09-14,1193.71,38.38,1001342,37550326
2018-09-17,1200.93,38.61,1007399,37777447
2018-09-18,1198.35,38.53,1005234,37696286
2018-09-19,1203.99,38.71,1009965,37873703
2018-09-20,1207.58,38.82,1012977,37986632
2018-09-21,1199.55,38.57,1006241,37734037
2018-09-24,1198.86,38.54,1005662,37712330
2018-09-25,1201.31,38.62,1007717,37789401
2018-09-26,1194.46,38.40,1001971,37573919
2018-09-27,1182.80,38.03,992190,37207135
2018-09-28,1192.09,38.33,999983,37499366
2018-10-01,1188.47,38.21,996946,37385493
2018-10-02,1203.10,38.68,1009219,37845706
2018-10-03,1197.37,38.50,1004412,37665459
2018-10-04,1199.66,38.57,1006333,37737496
2018-10-05,1202.86,38.67,1009018,37838157
2018-10-08,1188.01,38.20,996561,37371024
2018-10-09,1189.62,38.25,997911,37421669
2018-10-10,1194.78,38.41,1002240,37583987
2018-10-11,1224.33,39.36,1027028,38513534
2018-10-12,1217.93,39.16,1021659,38312213
2018-10-15,1226.93,39.45,1029209,38595325
2018-10-16,1224.43,39.37,1027112,38516683
2018-10-17,1222.68,39.31,1025644,38461633
2018-10-18,1225.75,39.41,1028219,38558204
2018-10-19,1226.32,39.43,1028697,38576133
2018-10-22,1222.17,39.29,1025216,38445590
2018-10-23,1230.49,39.56,1032195,38707309
2018-10-24,1234.22,39.68,1035324,38824642
2018-10-25,1232.23,39.62,1033654,38762044
2018-10-26,1233.59,39.66,1034795,38804825
2018-10-29,1229.74,39.54,1031566,38683716
2018-10-30,1223.44,39.33,1026281,38485537
2018-10-31,1214.54,39.05,1018815,38205574
2018-11-01,1233.24,39.65,1034502,38793815
2018-11-02,1232.89,39.64,1034208,38782806
2018-11-05,1231.30,39.59,1032874,38732791
2018-11-06,1226.80,39.44,1029100,38591235
2018-11-07,1226.11,39.42,1028521,38569528
2018-11-08,1223.54,39.34,1026365,38488686
2018-11-09,1209.60,38.89,1014671,38050176
2018-11-12,1200.65,38.60,1007164,37768638
2018-11-13,1202.35,38.66,1008590,37822114
2018-11-14,1210.91,38.93,1015770,38091386
2018-11-15,1213.00,39.00,1017523,38157129
2018-11-16,1221.47,39.27,1024628,38423568
2018-11-19,1224.05,39.35,1026793,38504729
2018-11-20,1221.55,39.27,1024696,38426087
2018-11-21,1226.02,39.42,1028445,38566698
2018-11-22,1227.45,39.46,1029645,38611679
2018-11-23,1223.19,39.33,1026071,38477673
2018-11-26,1222.37,39.30,1025383,38451880
2018-11-27,1214.69,39.05,1018941,38210290
2018-11-28,1221.11,39.26,1024327,38412244
2018-11-29,1223.99,39.35,1026742,38502840
2018-11-30,1221.97,39.29,1025048,38439296
2018-12-03,1231.08,39.58,1032690,38725867
2018-12-04,1238.55,39.82,1038956,38960853
2018-12-05,1237.56,39.79,1038126,38929711
2018-12-06,1237.99,39.80,1038486,38943235
2018-12-07,1248.10,40.13,1046967,39261263
2018-12-10,1244.59,40.01,1044023,39150850
2018-12-11,1242.94,39.96,1042639,39098945
2018-12-12,1245.80,40.05,1045038,39188915
2018-12-13,1242.46,39.95,1042236,39083846
2018-12-14,1238.21,39.81,1038671,38950155
2018-12-17,1245.91,40.06,1045130,39192375
2018-12-18,1249.38,40.17,1048041,39301529
2018-12-19,1243.39,39.98,1043016,39113103
2018-12-20,1260.14,40.51,1057067,39640005
2018-12-21,1256.01,40.38,1053602,39510088
2018-12-24,1269.13,40.80,1064608,39922801
2018-12-26,1266.98,40.73,1062804,39855168
2018-12-27,1275.22,41.00,1069717,40114372
2018-12-28,1280.75,41.18,1074355,40288329
2018-12-31,1282.82,41.24,1076092,40353443
2019-01-01,1282.62,41.24,1075924,40347154
2019-01-02,1284.77,41.31,1077728,40414786
2019-01-03,1293.99,41.60,1085462,40704817
2019-01-04,1284.92,41.31,1077853,40419506
2019-01-07,1288.67,41.43,1080999,40537469
2019-01-08,1285.35,41.32,1078214,40433030
2019-01-09,1293.13,41.58,1084740,40677765
2019-01-10,1286.38,41.36,1079078,40465431
2019-01-11,1288.00,41.41,1080437,40516391
2019-01-14,1291.73,41.53,1083566,40633725
2019-01-15,1289.31,41.45,1081536,40557602
2019-01-16,1293.52,41.59,1085068,40690034
2019-01-17,1291.90,41.54,1083709,40639074
2019-01-18,1281.49,41.20,1074976,40311607
2019-01-21,1280.28,41.16,1073961,40273546
2019-01-22,1285.04,41.31,1077954,40423280
2019-01-23,1282.39,41.23,1075731,40339919
2019-01-24,1280.94,41.18,1074515,40294304
2019-01-25,1303.22,41.90,1093204,40995163
2019-01-28,1303.53,41.91,1093464,41004917
2019-01-29,1311.93,42.18,1100511,41269155
2019-01-30,1319.91,42.44,1107205,41520180
2019-01-31,1320.94,42.47,1108069,41552577
2019-02-01,1318.00,42.37,1105603,41460096
2019-02-04,1311.75,42.17,1100360,41263491
2019-02-05,1315.01,42.28,1103094,41366041
2019-02-06,1306.22,42.00,1095721,41089534
2019-02-07,1310.09,42.12,1098967,41211272
2019-02-08,1314.07,42.25,1102306,41336469
2019-02-11,1308.33,42.06,1097491,41155907
2019-02-12,1310.89,42.15,1099638,41236438
2019-02-13,1306.19,41.99,1095696,41088589
2019-02-14,1312.55,42.20,1101031,41288658
2019-02-15,1321.41,42.48,1108463,41567365
2019-02-18,1326.90,42.66,1113068,41740063
2019-02-19,1341.16,43.12,1125030,42188637
2019-02-20,1338.49,43.03,1122791,42104646
2019-02-21,1323.49,42.55,1110208,41632794
2019-02-22,1327.80,42.69,1113823,41768375
2019-02-25,1327.12,42.67,1113253,41746982
2019-02-26,1328.96,42.73,1114796,41804862
2019-02-27,1319.88,42.44,1107180,41519235
2019-02-28,1313.05,42.22,1101450,41304386
2019-03-01,1293.56,41.59,1085101,40691293
2019-03-04,1286.66,41.37,1079313,40474240
2019-03-05,1287.43,41.39,1079959,40498463
2019-03-06,1286.76,41.37,1079397,40477385
2019-03-07,1285.74,41.34,1078541,40445299
2019-03-08,1298.39,41.74,1089153,40843228
2019-03-11,1294.25,41.61,1085680,40712997
2019-03-12,1302.01,41.86,1092189,40957102
2019-03-13,1309.28,42.09,1098288,41185794
2019-03-14,1296.28,41.68,1087383,40776855
2019-03-15,1301.38,41.84,1091661,40937284
2019-03-18,1303.70,41.91,1093607,41010262
2019-03-19,1306.55,42.01,1095998,41099917
2019-03-20,1312.48,42.20,1100972,41286454
2019-03-21,1309.45,42.10,1098430,41191139
2019-03-22,1313.38,42.23,1101727,41314766
2019-03-25,1321.90,42.50,1108874,41582778
2019-03-26,1315.51,42.29,1103514,41381769
2019-03-27,1309.87,42.11,1098783,41204352
2019-03-28,1290.55,41.49,1082576,40596608
2019-03-29,1292.15,41.54,1083918,40646938
2019-04-01,1287.66,41.40,1080152,40505697
2019-04-02,1293.15,41.58,1084757,40678395
2019-04-03,1289.90,41.47,1082031,40576160
2019-04-04,1292.38,41.55,1084111,40654172
2019-04-05,1291.70,41.53,1083541,40632780
2019-04-08,1297.41,41.71,1088331,40812401
2019-04-09,1304.13,41.93,1093968,41023790
2019-04-10,1308.05,42.05,1097256,41147102
2019-04-11,1292.60,41.56,1084296,40661092
2019-04-12,1290.40,41.49,1082450,40591888
2019-04-15,1287.88,41.41,1080336,40512617
2019-04-16,1276.57,41.04,1070849,40156838
2019-04-17,1274.14,40.96,1068811,40080400
2019-04-18,1275.39,41.00,1069859,40119721
2019-04-22,1274.92,40.99,1069465,40104937
2019-04-23,1272.40,40.91,1067351,40025666
2019-04-24,1275.36,41.00,1069834,40118777
2019-04-25,1277.35,41.07,1071503,40181376
2019-04-26,1286.25,41.35,1078969,40461342
2019-04-29,1279.80,41.15,1073559,40258447
2019-04-30,1283.60,41.27,1076746,40377981
2019-05-01,1276.61,41.04,1070883,40158098
2019-05-02,1270.54,40.85,1065791,39967156
2019-05-03,1279.19,41.13,1073047,40239255
2019-05-06,1280.33,41.16,1074003,40275116
2019-05-07,1285.15,41.32,1078046,40426740
2019-05-08,1280.93,41.18,1074506,40293993
2019-05-09,1284.14,41.29,1077199,40394968
2019-05-10,1286.00,41.35,1078759,40453478
2019-05-13,1299.90,41.79,1090419,40890728
2019-05-14,1297.03,41.70,1088012,40800447
2019-05-15,1296.66,41.69,1087702,40788808
2019-05-16,1286.65,41.37,1079305,40473925
2019-05-17,1277.55,41.07,1071671,40187669
2019-05-20,1277.74,41.08,1071831,40193644
2019-05-21,1274.97,40.99,1069507,40106508
2019-05-22,1273.62,40.95,1068374,40064042
2019-05-23,1283.45,41.26,1076620,40373261
2019-05-24,1284.89,41.31,1077828,40418561
2019-05-27,1285.20,41.32,1078088,40428311
2019-05-28,1279.49,41.14,1073298,40248693
2019-05-29,1279.60,41.14,1073391,40252153
2019-05-30,1288.85,41.44,1081150,40543129
2019-05-31,1305.65,41.98,1095243,41071605
2019-06-03,1325.17,42.61,1111617,41685643
2019-06-04,1325.28,42.61,1111709,41689103
2019-06-05,1330.18,42.77,1115820,41843242
2019-06-06,1335.55,42.94,1120324,42012165
2019-06-07,1340.70,43.10,1124644,42174165
2019-06-10,1328.13,42.70,1114100,41778754
2019-06-11,1326.91,42.66,1113077,41740377
2019-06-12,1333.55,42.87,1118647,41949251
2019-06-13,1342.35,43.16,1126029,42226069
2019-06-14,1341.58,43.13,1125383,42201847
2019-06-17,1339.54,43.07,1123671,42137677
2019-06-18,1346.48,43.29,1129493,42355986
2019-06-19,1360.27,43.73,1141061,42789777
2019-06-20,1388.18,44.63,1164473,43667738
2019-06-21,1399.05,44.98,1173591,44009673
2019-06-24,1419.55,45.64,1190788,44654538
2019-06-25,1423.25,45.76,1193891,44770927
2019-06-26,1408.75,45.29,1181728,44314803
2019-06-27,1409.68,45.32,1182508,44344059
2019-06-28,1409.50,45.32,1182357,44338396
2019-07-01,1384.31,44.51,1161227,43546000
2019-07-02,1418.44,45.60,1189856,44619618
2019-07-03,1418.94,45.62,1190276,44635346
2019-07-04,1415.64,45.51,1187508,44531541
2019-07-05,1399.95,45.01,1174346,44037981
2019-07-08,1395.50,44.87,1170613,43898000
2019-07-09,1397.90,44.94,1172627,43973497
2019-07-10,1419.00,45.62,1190326,44637236
2019-07-11,1404.00,45.14,1177744,44165383
2019-07-12,1415.74,45.52,1187592,44534686
2019-07-15,1414.08,45.46,1186199,44482467
2019-07-16,1406.33,45.21,1179698,44238676
2019-07-17,1426.80,45.87,1196869,44882600
2019-07-18,1446.30,46.50,1213227,45496008
2019-07-19,1425.30,45.82,1195611,44835415
2019-07-22,1425.12,45.82,1195460,44829751
2019-07-23,1417.39,45.57,1188976,44586590
2019-07-24,1425.90,45.84,1196114,44854288
2019-07-25,1414.53,45.48,1186577,44496624
2019-07-26,1418.69,45.61,1190066,44627482
2019-07-29,1426.94,45.88,1196987,44887001
2019-07-30,1430.85,46.00,1200267,45009998
2019-07-31,1413.80,45.45,1185964,44473662
2019-08-01,1445.31,46.47,1212396,45464866
2019-08-02,1440.70,46.32,1208529,45319847
2019-08-05,1463.80,47.06,1227907,46046503
2019-08-06,1474.27,47.40,1236689,46375855
2019-08-07,1501.20,48.26,1259280,47222985
2019-08-08,1500.95,48.26,1259070,47215121
2019-08-09,1497.24,48.14,1255958,47098417
2019-08-12,1511.40,48.59,1267836,47543847
2019-08-13,1501.39,48.27,1259439,47228964
2019-08-14,1516.34,48.75,1271980,47699242
2019-08-15,1523.20,48.97,1277734,47915035
2019-08-16,1514.15,48.68,1270143,47630353
2019-08-19,1495.30,48.07,1254330,47037393
2019-08-20,1507.10,48.45,1264229,47408581
2019-08-21,1502.30,48.30,1260202,47257591
2019-08-22,1498.80,48.19,1257266,47147492
2019-08-23,1526.85,49.09,1280796,48029854
2019-08-26,1526.35,49.07,1280377,48014125
2019-08-27,1542.64,49.60,1294042,48526558
2019-08-28,1539.10,49.48,1291072,48415200
2019-08-29,1527.70,49.12,1281509,48056591
2019-08-30,1520.25,48.88,1275260,47822239
2019-09-02,1530.59,49.21,1283933,48147502
2019-09-03,1547.00,49.74,1297699,48663709
2019-09-04,1552.60,49.92,1302396,48839867
2019-09-05,1519.35,48.85,1274505,47793927
2019-09-06,1506.95,48.45,1264103,47403862
2019-09-09,1498.95,48.19,1257392,47152207
2019-09-10,1486.40,47.79,1246865,46757426
2019-09-11,1497.60,48.15,1256260,47109741
2019-09-12,1498.95,48.19,1257392,47152207
2019-09-13,1488.70,47.86,1248794,46829775
2019-09-16,1498.80,48.19,1257266,47147492
2019-09-17,1503.10,48.33,1260873,47282754
2019-09-18,1493.90,48.03,1253156,46993352
2019-09-19,1499.20,48.20,1257602,47160071
2019-09-20,1517.15,48.78,1272659,47724724
2019-09-23,1522.12,48.94,1276828,47881063
2019-09-24,1532.30,49.26,1285368,48201295
2019-09-25,1504.15,48.36,1261754,47315785
2019-09-26,1505.80,48.41,1263138,47367690
2019-09-27,1496.94,48.13,1255706,47088979
2019-09-30,1472.25,47.33,1234995,46312311
2019-10-01,1478.98,47.55,1240640,46524015
2019-10-02,1499.51,48.21,1257862,47169825
2019-10-03,1505.00,48.39,1262467,47342523
2019-10-04,1504.60,48.37,1262132,47329939
2019-10-07,1493.60,48.02,1252904,46983914
2019-10-08,1505.51,48.40,1262895,47358566
2019-10-09,1505.70,48.41,1263054,47364541
2019-10-10,1494.30,48.04,1253492,47005936
2019-10-11,1489.85,47.90,1249759,46865951
2019-10-14,1492.90,48.00,1252317,46961896
2019-10-15,1481.17,47.62,1242478,46592908
2019-10-16,1489.77,47.90,1249692,46863436
2019-10-17,1491.89,47.97,1251470,46930124
2019-10-18,1490.10,47.91,1249968,46873815
2019-10-21,1484.50,47.73,1245271,46697658
2019-10-22,1488.05,47.84,1248249,46809331
2019-10-23,1492.10,47.97,1251646,46936729
2019-10-24,1503.65,48.34,1261335,47300056
2019-10-25,1504.73,48.38,1262241,47334029
2019-10-28,1492.69,47.99,1252141,46955287
2019-10-29,1487.60,47.83,1247871,46795173
2019-10-30,1495.40,48.08,1254414,47040538
2019-10-31,1513.36,48.66,1269480,47605501
2019-11-01,1513.95,48.67,1269975,47624060
2019-11-04,1509.63,48.54,1266351,47488168
2019-11-05,1484.10,47.71,1244935,46685074
2019-11-06,1490.46,47.92,1250270,46885139
2019-11-07,1468.07,47.20,1231489,46180820
2019-11-08,1458.66,46.90,1223595,45884814
2019-11-11,1455.90,46.81,1221280,45797993
2019-11-12,1457.19,46.85,1222362,45838570
2019-11-13,1463.19,47.04,1227395,46027311
2019-11-14,1471.20,47.30,1234114,46279280
2019-11-15,1467.37,47.18,1230901,46158802
2019-11-18,1470.85,47.29,1233821,46268271
2019-11-19,1472.38,47.34,1235104,46316401
2019-11-20,1471.25,47.30,1234156,46280855
2019-11-21,1464.40,47.08,1228410,46065376
2019-11-22,1462.29,47.01,1226640,45999003
2019-11-25,1454.97,46.78,1220500,45768737
2019-11-26,1461.60,46.99,1226061,45977296
2019-11-27,1454.35,46.76,1219980,45749234
2019-11-28,1458.34,46.89,1223327,45874746
2019-11-29,1464.80,47.09,1228746,46077960
2019-12-02,1462.44,47.02,1226766,46003718
2019-12-03,1477.34,47.50,1239265,46472426
2019-12-04,1474.35,47.40,1236757,46378370
2019-12-05,1475.70,47.44,1237889,46420836
2019-12-06,1459.76,46.93,1224518,45919416
2019-12-09,1461.99,47.00,1226388,45989564
2019-12-10,1464.21,47.08,1228251,46059397
2019-12-11,1474.85,47.42,1237176,46394099
2019-12-12,1469.43,47.24,1232629,46223605
2019-12-13,1475.81,47.45,1237981,46424300
2019-12-16,1476.25,47.46,1238350,46438139
2019-12-17,1476.45,47.47,1238518,46444429
2019-12-18,1475.44,47.44,1237671,46412657
2019-12-19,1479.15,47.56,1240783,46529364
2019-12-20,1478.20,47.53,1239986,46499478
2019-12-23,1485.52,47.76,1246127,46729744
2019-12-24,1499.56,48.21,1257904,47171399
2019-12-25,1499.55,48.21,1257896,47171084
2019-12-26,1511.55,48.60,1267962,47548566
2019-12-27,1510.67,48.57,1267224,47520884
2019-12-30,1515.22,48.72,1271040,47664010
2019-12-31,1517.39,48.79,1272861,47732273
2020-01-01,1517.30,48.78,1272785,47729443
2020-01-02,1528.94,49.16,1282549,48095597
2020-01-03,1551.65,49.89,1301600,48809984
2020-01-06,1565.96,50.35,1313603,49260129
2020-01-07,1573.99,50.60,1320339,49512729
2020-01-08,1555.81,50.02,1305089,48940846
2020-01-09,1552.37,49.91,1302204,48832632
2020-01-10,1562.28,50.23,1310517,49144370
2020-01-13,1548.30,49.78,1298789,48704605
2020-01-14,1546.37,49.72,1297170,48643891
2020-01-15,1556.19,50.03,1305408,48952796
2020-01-16,1552.79,49.92,1302556,48845845
2020-01-17,1556.61,50.05,1305760,48966009
2020-01-20,1561.58,50.21,1309929,49122348
2020-01-21,1558.02,50.09,1306943,49010364
2020-01-22,1558.91,50.12,1307690,49038361
2020-01-23,1563.33,50.26,1311397,49177398
2020-01-24,1570.65,50.50,1317538,49407664
2020-01-27,1581.95,50.86,1327017,49763124
2020-01-28,1566.24,50.36,1313838,49268938
2020-01-29,1577.12,50.71,1322965,49611189
2020-01-30,1574.22,50.61,1320532,49519963
2020-01-31,1590.20,51.13,1333937,50022642
2020-02-03,1576.45,50.68,1322403,49590111
2020-02-04,1552.55,49.92,1302355,48838296
2020-02-05,1556.70,50.05,1305836,48968839
2020-02-06,1566.85,50.38,1314350,49288127
2020-02-07,1570.29,50.49,1317236,49396340
2020-02-10,1572.30,50.55,1318922,49459568
2020-02-11,1567.72,50.40,1315080,49315494
2020-02-12,1565.63,50.34,1313327,49249750
2020-02-13,1576.39,50.68,1322353,49588226
2020-02-14,1584.70,50.95,1329323,49849630
2020-02-17,1581.10,50.83,1326304,49736386
2020-02-18,1601.91,51.50,1343760,50391004
2020-02-19,1611.64,51.82,1351922,50697079
2020-02-20,1619.70,52.07,1358683,50950619
2020-02-21,1643.70,52.85,1378816,51705583
2020-02-24,1660.72,53.39,1393093,52240978
2020-02-25,1635.38,52.58,1371836,51443863
2020-02-26,1639.96,52.73,1375678,51587934
2020-02-27,1642.35,52.80,1377683,51663117
2020-02-28,1585.12,50.96,1329676,49862843
2020-03-02,1590.73,51.14,1334382,50039316
2020-03-03,1639.77,52.72,1375519,51581960
2020-03-04,1635.83,52.59,1372214,51458018
2020-03-05,1670.61,53.71,1401389,52552087
2020-03-06,1674.23,53.83,1404426,52665960
2020-03-09,1680.20,54.02,1409434,52853757
2020-03-10,1649.36,53.03,1383563,51883630
2020-03-11,1635.03,52.57,1371543,51432854
2020-03-12,1577.09,50.70,1322940,49610244
2020-03-13,1529.70,49.18,1283187,48119505
2020-03-16,1514.61,48.70,1270529,47644822
2020-03-17,1528.58,49.14,1282247,48084273
2020-03-18,1486.30,47.79,1246781,46754281
2020-03-19,1471.00,47.29,1233946,46272990
2020-03-20,1498.24,48.17,1256797,47129874
2020-03-23,1553.81,49.96,1303412,48877932
2020-03-24,1622.03,52.15,1360638,51023916
2020-03-25,1613.79,51.88,1353726,50764712
2020-03-26,1632.38,52.48,1369320,51349493
2020-03-27,1623.50,52.20,1361871,51070156
2020-03-30,1623.30,52.19,1361703,51063867
2020-03-31,1571.31,50.52,1318091,49428427
2020-04-01,1595.05,51.28,1338006,50175211
2020-04-02,1613.79,51.88,1353726,50764712
2020-04-03,1618.45,52.03,1357635,50911298
2020-04-06,1663.00,53.47,1395005,52312701
2020-04-07,1648.95,53.01,1383219,51870731
2020-04-08,1646.52,52.94,1381181,51794293
2020-04-09,1684.07,54.14,1412680,52975495
2020-04-10,1689.90,54.33,1417570,53158890
2020-04-13,1714.32,55.12,1438055,53927064
2020-04-14,1729.70,55.61,1450957,54410870
2020-04-15,1716.60,55.19,1439968,53998786
2020-04-16,1718.40,55.25,1441478,54055410
2020-04-17,1684.69,54.16,1413200,52994998
2020-04-20,1694.12,54.47,1421110,53291637
2020-04-21,1687.02,54.24,1415155,53068295
2020-04-22,1714.82,55.13,1438474,53942792
2020-04-23,1731.59,55.67,1452542,54470324
2020-04-24,1729.43,55.60,1450730,54402379
2020-04-27,1715.57,55.16,1439104,53966385
2020-04-28,1708.63,54.93,1433282,53748076
2020-04-29,1712.38,55.05,1436428,53866039
2020-04-30,1685.05,54.18,1413502,53006326
2020-05-01,1700.41,54.67,1426387,53489502
2020-05-04,1701.69,54.71,1427460,53529764
2020-05-05,1707.17,54.89,1432057,53702150
2020-05-06,1685.88,54.20,1414198,53032433
2020-05-07,1717.94,55.23,1441092,54040937
2020-05-08,1702.65,54.74,1428266,53559965
2020-05-11,1697.35,54.57,1423820,53393242
2020-05-12,1702.72,54.74,1428324,53562165
2020-05-13,1715.99,55.17,1439456,53979598
2020-05-14,1730.65,55.64,1451753,54440756
2020-05-15,1743.00,56.04,1462113,54829247
2020-05-18,1732.32,55.70,1453154,54493287
2020-05-19,1745.11,56.11,1463883,54895621
2020-05-20,1749.50,56.25,1467566,55033716
2020-05-21,1726.34,55.50,1448138,54305175
2020-05-22,1736.07,55.82,1456300,54611250
2020-05-25,1729.57,55.61,1450847,54406780
2020-05-26,1712.45,55.06,1436486,53868239
2020-05-27,1709.25,54.95,1433802,53767579
2020-05-28,1719.40,55.28,1442316,54086867
2020-05-29,1728.30,55.57,1449782,54366833
2020-06-01,1740.34,55.95,1459882,54745571
2020-06-02,1727.97,55.56,1449505,54356450
2020-06-03,1698.63,54.61,1424894,53433508
2020-06-04,1711.84,55.04,1435975,53849051
2020-06-05,1685.83,54.20,1414156,53030859
2020-06-08,1695.47,54.51,1422243,53334103
2020-06-09,1714.57,55.12,1438265,53934928
2020-06-10,1737.10,55.85,1457164,54643651
2020-06-11,1727.51,55.54,1449119,54341981
2020-06-12,1730.80,55.65,1451879,54445475
2020-06-15,1725.53,55.48,1447459,54279697
2020-06-16,1727.46,55.54,1449078,54340407
2020-06-17,1727.04,55.53,1448725,54327197
2020-06-18,1722.99,55.40,1445328,54199796
2020-06-19,1743.62,56.06,1462633,54848750
2020-06-22,1755.44,56.44,1472548,55220568
2020-06-23,1767.54,56.83,1482699,55601199
2020-06-24,1762.43,56.66,1478412,55440455
2020-06-25,1761.82,56.64,1477900,55421263
2020-06-26,1771.47,56.95,1485995,55724822
2020-06-29,1772.28,56.98,1486675,55750304
2020-06-30,1781.66,57.28,1494543,56045369
2020-07-01,1770.32,56.92,1485031,55688646
2020-07-02,1776.13,57.10,1489904,55871412
2020-07-03,1775.05,57.07,1488998,55837440
2020-07-06,1783.90,57.35,1496422,56115832
2020-07-07,1795.26,57.72,1505951,56473181
2020-07-08,1810.78,58.22,1518970,56961392
2020-07-09,1803.19,57.97,1512604,56722631
2020-07-10,1798.89,57.84,1508997,56587369
2020-07-13,1803.39,57.98,1512771,56728925
2020-07-14,1807.78,58.12,1516454,56867021
2020-07-15,1811.90,58.25,1519910,56996623
2020-07-16,1797.05,57.78,1507453,56529490
2020-07-17,1809.90,58.19,1518232,56933709
2020-07-20,1816.09,58.39,1523425,57128425
2020-07-21,1842.22,59.23,1545344,57950392
