date,usd_per_oz,usd_per_gram,vnd_per_gram,vnd_per_tael
2016-08-17,1348.66,43.36,1131322,42424563
2016-08-18,1352.34,43.48,1134409,42540323
2016-08-19,1341.78,43.14,1125550,42208140
2016-08-22,1339.02,43.05,1123235,42121319
2016-08-23,1338.10,43.02,1122463,42092378
2016-08-24,1323.75,42.56,1110426,41640973
2016-08-25,1321.70,42.49,1108706,41576485
2016-08-26,1321.33,42.48,1108396,41564846
2016-08-29,1323.41,42.55,1110141,41630279
2016-08-30,1311.15,42.15,1099856,41244618
2016-08-31,1308.95,42.08,1098011,41175410
2016-09-01,1313.79,42.24,1102071,41327664
2016-09-02,1325.01,42.60,1111483,41680609
2016-09-05,1327.08,42.67,1113219,41745723
2016-09-06,1349.88,43.40,1132345,42462940
2016-09-07,1345.24,43.25,1128453,42316980
2016-09-08,1338.35,43.03,1122673,42100242
2016-09-09,1328.15,42.70,1114117,41779384
2016-09-12,1327.63,42.68,1113681,41763025
2016-09-13,1319.05,42.41,1106483,41493127
2016-09-14,1322.97,42.53,1109772,41616436
2016-09-15,1314.25,42.25,1102457,41342133
2016-09-16,1310.43,42.13,1099253,41221970
2016-09-19,1313.39,42.23,1101735,41315080
2016-09-20,1315.10,42.28,1103170,41368871
2016-09-21,1336.85,42.98,1121415,42053057
2016-09-22,1337.30,43.00,1121792,42067214
2016-09-23,1337.61,43.01,1122052,42076964
2016-09-26,1337.97,43.02,1122354,42088288
2016-09-27,1327.36,42.68,1113454,41754532
2016-09-28,1321.41,42.48,1108463,41567365
2016-09-29,1320.27,42.45,1107507,41531504
2016-09-30,1315.96,42.31,1103891,41395923
2016-10-03,1311.96,42.18,1100536,41270096
2016-10-04,1268.30,40.78,1063912,39896693
2016-10-05,1266.70,40.73,1062570,39846359
2016-10-06,1254.74,40.34,1052537,39470137
2016-10-07,1256.97,40.41,1054408,39540285
2016-10-10,1259.74,40.50,1056731,39627421
2016-10-11,1253.25,40.29,1051287,39423267
2016-10-12,1255.33,40.36,1053032,39488696
2016-10-13,1258.12,40.45,1055372,39576461
2016-10-14,1250.55,40.21,1049022,39338335
2016-10-17,1255.70,40.37,1053342,39500334
2016-10-18,1262.84,40.60,1059332,39724937
2016-10-19,1269.40,40.81,1064835,39931295
2016-10-20,1266.00,40.70,1061982,39824341
2016-10-21,1266.75,40.73,1062612,39847934
2016-10-24,1264.44,40.65,1060674,39775267
2016-10-25,1274.35,40.97,1068987,40087005
2016-10-26,1266.99,40.73,1062813,39855483
2016-10-27,1268.30,40.78,1063912,39896693
2016-10-28,1276.30,41.03,1070623,40148348
2016-10-31,1277.38,41.07,1071529,40182320
2016-11-01,1288.15,41.41,1080563,40521111
2016-11-02,1297.39,41.71,1088314,40811771
2016-11-03,1303.75,41.92,1093649,41011836
2016-11-04,1304.25,41.93,1094068,41027565
2016-11-07,1281.41,41.20,1074909,40309092
2016-11-08,1275.64,41.01,1070069,40127585
2016-11-09,1278.00,41.09,1072049,40201823
2016-11-10,1259.76,40.50,1056748,39628051
2016-11-11,1225.68,39.41,1028160,38556004
2016-11-14,1220.26,39.23,1023614,38385506
2016-11-15,1228.08,39.48,1030173,38631497
2016-11-16,1225.30,39.39,1027841,38544050
2016-11-17,1216.39,39.11,1020367,38263768
2016-11-18,1208.69,38.86,1013908,38021549
2016-11-21,1214.05,39.03,1018404,38190161
2016-11-22,1212.24,38.97,1016886,38133222
2016-11-23,1187.77,38.19,996359,37363474
2016-11-24,1184.00,38.07,993197,37244882
2016-11-25,1183.63,38.05,992886,37233242
2016-11-28,1193.44,38.37,1001116,37541832
2016-11-29,1188.46,38.21,996938,37385178
2016-11-30,1173.11,37.72,984062,36902316
2016-12-01,1171.30,37.66,982544,36845381
2016-12-02,1176.92,37.84,987258,37022168
2016-12-05,1170.26,37.62,981671,36812665
2016-12-06,1169.74,37.61,981235,36796307
2016-12-07,1174.00,37.74,984808,36930313
2016-12-08,1170.55,37.63,981914,36821789
2016-12-09,1157.87,37.23,971278,36422915
2016-12-12,1162.21,37.37,974918,36559436
2016-12-13,1158.35,37.24,971680,36438013
2016-12-14,1144.25,36.79,959853,35994473
2016-12-15,1128.43,36.28,946582,35496827
2016-12-16,1134.09,36.46,951330,35674870
2016-12-19,1139.05,36.62,955491,35830899
2016-12-20,1132.20,36.40,949744,35615416
2016-12-21,1131.80,36.39,949409,35602837
2016-12-22,1128.69,36.29,946800,35505003
2016-12-23,1133.49,36.44,950827,35655997
2016-12-26,1133.94,36.46,951204,35670151
2016-12-27,1139.35,36.63,955742,35840334
2016-12-28,1142.45,36.73,958343,35937849
2016-12-29,1158.32,37.24,971655,36437069
2016-12-30,1151.85,37.03,966228,36233544
2017-01-02,1150.52,36.99,965112,36191708
2017-01-03,1158.91,37.26,972150,36455631
2017-01-04,1163.80,37.42,976252,36609455
2017-01-05,1180.48,37.95,990244,37134153
2017-01-06,1172.81,37.71,983810,36892882
2017-01-09,1181.27,37.98,990907,37159005
2017-01-10,1187.74,38.19,996334,37362530
2017-01-11,1191.85,38.32,999782,37491817
2017-01-12,1195.66,38.44,1002978,37611669
2017-01-13,1197.66,38.51,1004656,37674583
2017-01-16,1203.17,38.68,1009278,37847910
2017-01-17,1216.54,39.11,1020493,38268488
2017-01-18,1203.64,38.70,1009672,37862694
2017-01-19,1205.14,38.75,1010930,37909879
2017-01-20,1209.96,38.90,1014973,38061499
2017-01-23,1217.48,39.14,1021281,38298055
2017-01-24,1208.81,38.86,1014009,38025327
2017-01-25,1200.31,38.59,1006879,37757944
2017-01-26,1188.57,38.21,997030,37388638
2017-01-27,1191.60,38.31,999572,37483953
2017-01-30,1195.35,38.43,1002718,37601916
2017-01-31,1210.63,38.92,1015535,38082577
2017-02-01,1209.49,38.89,1014579,38046716
2017-02-02,1215.93,39.09,1019981,38249300
2017-02-03,1219.88,39.22,1023295,38373552
2017-02-06,1235.59,39.73,1036473,38867738
2017-02-07,1233.72,39.66,1034904,38808914
2017-02-08,1241.99,39.93,1041842,39069063
2017-02-09,1230.89,39.57,1032530,38719892
2017-02-10,1234.12,39.68,1035240,38821498
2017-02-13,1225.44,39.40,1027959,38548450
2017-02-14,1228.61,39.50,1030618,38648170
2017-02-15,1232.94,39.64,1034250,38784377
2017-02-16,1239.14,39.84,1039451,38979411
2017-02-17,1235.29,39.72,1036221,38858303
2017-02-20,1238.38,39.81,1038813,38955504
2017-02-21,1235.97,39.74,1036792,38879692
2017-02-22,1237.69,39.79,1038235,38933797
2017-02-23,1249.41,40.17,1048066,39302473
2017-02-24,1256.94,40.41,1054382,39539340
2017-02-27,1252.76,40.28,1050876,39407853
2017-02-28,1248.59,40.14,1047378,39276677
2017-03-01,1248.94,40.15,1047672,39287686
2017-03-02,1235.30,39.72,1036230,38858618
2017-03-03,1234.30,39.68,1035391,38827161
2017-03-06,1225.96,39.42,1028395,38564809
2017-03-07,1215.67,39.08,1019763,38241120
2017-03-08,1207.58,38.82,1012977,37986632
2017-03-09,1200.83,38.61,1007315,37774299
2017-03-10,1204.55,38.73,1010435,37891321
2017-03-13,1204.05,38.71,1010016,37875592
2017-03-14,1199.08,38.55,1005847,37719249
2017-03-15,1219.40,39.20,1022892,38358454
2017-03-16,1226.78,39.44,1029083,38590605
2017-03-17,1229.15,39.52,1031071,38665158
2017-03-20,1233.90,39.67,1035055,38814578
2017-03-21,1245.00,40.03,1044367,39163748
2017-03-22,1249.35,40.17,1048016,39300584
2017-03-23,1245.30,40.04,1044618,39173186
2017-03-24,1244.17,40.00,1043670,39137640
2017-03-27,1254.30,40.33,1052168,39456298
2017-03-28,1251.63,40.24,1049928,39372307
2017-03-29,1252.45,40.27,1050616,39398100
2017-03-30,1243.30,39.97,1042941,39110273
2017-03-31,1249.13,40.16,1047831,39293665
2017-04-03,1253.35,40.30,1051371,39426412
2017-04-04,1256.22,40.39,1053778,39516693
2017-04-05,1255.30,40.36,1053007,39487755
2017-04-06,1251.80,40.25,1050071,39377656
2017-04-07,1254.05,40.32,1051958,39448434
2017-04-10,1254.73,40.34,1052529,39469822
2017-04-11,1274.44,40.97,1069062,40089835
2017-04-12,1286.60,41.37,1079263,40472351
2017-04-13,1287.74,41.40,1080219,40508212
2017-04-14,1285.69,41.34,1078499,40443724
2017-04-17,1284.80,41.31,1077753,40415731
2017-04-18,1289.64,41.46,1081813,40567981
2017-04-19,1279.66,41.14,1073441,40254042
2017-04-20,1281.85,41.21,1075278,40322931
2017-04-21,1284.50,41.30,1077501,40406292
2017-04-24,1275.30,41.00,1069784,40116891
2017-04-25,1263.76,40.63,1060103,39753878
2017-04-26,1269.05,40.80,1064541,39920286
2017-04-27,1264.60,40.66,1060808,39780301
2017-04-28,1268.15,40.77,1063786,39891974
2017-05-01,1256.80,40.41,1054265,39534940
2017-05-02,1256.90,40.41,1054349,39538085
2017-05-03,1238.38,39.81,1038813,38955504
2017-05-04,1227.75,39.47,1029896,38621118
2017-05-05,1227.74,39.47,1029888,38620803
2017-05-08,1226.30,39.43,1028680,38575507
2017-05-09,1221.30,39.27,1024486,38418223
2017-05-10,1219.15,39.20,1022682,38350590
2017-05-11,1224.85,39.38,1027464,38529892
2017-05-12,1228.83,39.51,1030802,38655090
2017-05-15,1230.71,39.57,1032379,38714229
2017-05-16,1236.80,39.76,1037488,38905803
2017-05-17,1260.74,40.53,1057570,39658878
2017-05-18,1247.05,40.09,1046086,39228236
2017-05-19,1255.55,40.37,1053217,39495619
2017-05-22,1260.46,40.52,1057335,39650069
2017-05-23,1251.16,40.23,1049534,39357523
2017-05-24,1258.55,40.46,1055733,39589989
2017-05-25,1255.76,40.37,1053393,39502224
2017-05-26,1267.05,40.74,1062863,39857372
2017-05-29,1266.97,40.73,1062796,39854853
2017-05-30,1263.10,40.61,1059550,39733116
2017-05-31,1268.59,40.79,1064155,39905813
2017-06-01,1265.64,40.69,1061680,39813017
2017-06-02,1279.98,41.15,1073710,40264107
2017-06-05,1279.95,41.15,1073684,40263162
2017-06-06,1294.00,41.60,1085470,40705132
2017-06-07,1286.91,41.38,1079523,40482104
2017-06-08,1278.90,41.12,1072804,40230135
2017-06-09,1266.40,40.72,1062318,39836925
2017-06-12,1265.74,40.69,1061764,39816162
2017-06-13,1265.85,40.70,1061857,39819622
2017-06-14,1261.18,40.55,1057939,39672721
2017-06-15,1254.00,40.32,1051916,39446859
2017-06-16,1253.63,40.31,1051606,39435220
2017-06-19,1243.25,39.97,1042899,39108698
2017-06-20,1243.19,39.97,1042848,39106809
2017-06-21,1246.55,40.08,1045667,39212508
2017-06-22,1250.62,40.21,1049081,39340535
2017-06-23,1256.90,40.41,1054349,39538085
2017-06-26,1244.45,40.01,1043905,39146445
2017-06-27,1247.10,40.10,1046128,39229806
2017-06-28,1249.32,40.17,1047990,39299640
2017-06-29,1245.74,40.05,1044987,39187026
2017-06-30,1241.60,39.92,1041515,39056794
2017-07-03,1220.46,39.24,1023781,38391796
2017-07-04,1223.97,39.35,1026726,38502210
2017-07-05,1226.95,39.45,1029225,38595951
2017-07-06,1225.15,39.39,1027715,38539331
2017-07-07,1212.90,39.00,1017440,38153984
2017-07-10,1214.35,39.04,1018656,38199596
2017-07-11,1217.69,39.15,1021458,38304660
2017-07-12,1220.00,39.22,1023395,38377327
2017-07-13,1217.45,39.14,1021256,38297111
2017-07-14,1228.98,39.51,1030928,38659809
2017-07-17,1234.40,39.69,1035475,38830306
2017-07-18,1242.46,39.95,1042236,39083846
2017-07-19,1240.87,39.89,1040902,39033831
2017-07-20,1244.74,40.02,1044149,39155569
2017-07-21,1254.90,40.35,1052671,39475171
2017-07-24,1255.24,40.36,1052956,39485865
2017-07-25,1249.05,40.16,1047764,39291150
2017-07-26,1261.10,40.55,1057872,39670202
2017-07-27,1259.00,40.48,1056110,39604143
2017-07-28,1269.25,40.81,1064709,39926576
2017-07-31,1269.55,40.82,1064960,39936015
2017-08-01,1269.05,40.80,1064541,39920286
2017-08-02,1266.70,40.73,1062570,39846359
2017-08-03,1268.65,40.79,1064205,39907702
2017-08-04,1258.60,40.46,1055775,39591560
2017-08-07,1257.69,40.44,1055012,39562933
2017-08-08,1260.64,40.53,1057486,39655733
2017-08-09,1277.55,41.07,1071671,40187669
2017-08-10,1286.90,41.37,1079514,40481789
2017-08-11,1289.21,41.45,1081452,40554453
2017-08-14,1281.95,41.22,1075362,40326076
2017-08-15,1272.13,40.90,1067125,40017172
2017-08-16,1283.10,41.25,1076327,40362252
2017-08-17,1288.01,41.41,1080446,40516706
2017-08-18,1284.50,41.30,1077501,40406292
2017-08-21,1291.22,41.51,1083138,40617681
2017-08-22,1284.72,41.30,1077686,40413212
2017-08-23,1290.62,41.49,1082635,40598808
2017-08-24,1286.33,41.36,1079036,40463857
2017-08-25,1291.15,41.51,1083079,40615481
2017-08-28,1310.49,42.13,1099303,41223855
2017-08-29,1309.50,42.10,1098472,41192713
2017-08-30,1308.76,42.08,1097852,41169435
2017-08-31,1322.07,42.51,1109017,41588124
2017-09-01,1324.97,42.60,1111449,41679349
2017-09-04,1334.67,42.91,1119586,41984483
2017-09-05,1339.33,43.06,1123495,42131069
2017-09-06,1334.14,42.89,1119142,41967810
2017-09-07,1349.20,43.38,1131775,42441548
2017-09-08,1346.71,43.30,1129686,42363220
2017-09-11,1327.32,42.67,1113421,41753272
2017-09-12,1331.94,42.82,1117296,41898602
2017-09-13,1323.25,42.54,1110007,41625244
2017-09-14,1329.83,42.75,1115526,41832229
2017-09-15,1319.62,42.43,1106961,41511056
2017-09-18,1307.57,42.04,1096853,41132000
2017-09-19,1311.28,42.16,1099966,41248707
2017-09-20,1301.15,41.83,1091468,40930049
2017-09-21,1291.39,41.52,1083281,40623030
2017-09-22,1297.38,41.71,1088306,40811456
2017-09-25,1310.55,42.14,1099353,41225744
2017-09-26,1293.89,41.60,1085378,40701672
2017-09-27,1281.12,41.19,1074666,40299968
2017-09-28,1287.30,41.39,1079850,40494373
2017-09-29,1279.45,41.14,1073265,40247434
2017-10-02,1271.12,40.87,1066277,39985400
2017-10-03,1271.75,40.89,1066806,40005218
2017-10-04,1274.69,40.98,1069272,40097699
2017-10-05,1268.05,40.77,1063702,39888829
2017-10-06,1276.03,41.03,1070396,40139854
2017-10-09,1284.10,41.28,1077166,40393709
2017-10-10,1287.85,41.41,1080311,40511672
2017-10-11,1291.80,41.53,1083625,40635929
2017-10-12,1293.60,41.59,1085135,40692549
2017-10-13,1304.88,41.95,1094597,41047383
2017-10-16,1294.74,41.63,1086091,40728410
2017-10-17,1285.19,41.32,1078080,40427996
2017-10-18,1281.17,41.19,1074708,40301543
2017-10-19,1289.79,41.47,1081939,40572700
2017-10-20,1280.72,41.18,1074330,40287385
2017-10-23,1282.07,41.22,1075463,40329851
2017-10-24,1276.72,41.05,1070975,40161557
2017-10-25,1277.41,41.07,1071554,40183265
2017-10-26,1267.11,40.74,1062914,39859258
2017-10-27,1273.35,40.94,1068148,40055548
2017-10-30,1276.24,41.03,1070572,40146459
2017-10-31,1271.58,40.88,1066663,39999869
2017-11-01,1274.39,40.97,1069020,40088264
2017-11-02,1275.99,41.02,1070363,40138595
2017-11-03,1269.85,40.83,1065212,39945449
2017-11-06,1281.55,41.20,1075027,40313496
2017-11-07,1275.53,41.01,1069977,40124126
2017-11-08,1281.30,41.19,1074817,40305632
2017-11-09,1285.30,41.32,1078172,40431460
2017-11-10,1276.14,41.03,1070488,40143314
2017-11-13,1277.99,41.09,1072040,40201508
2017-11-14,1280.71,41.18,1074322,40287070
2017-11-15,1278.80,41.11,1072720,40226990
2017-11-16,1278.47,41.10,1072443,40216607
2017-11-17,1294.37,41.61,1085781,40716771
2017-11-20,1276.70,41.05,1070958,40160928
2017-11-21,1280.48,41.17,1074129,40279835
2017-11-22,1292.12,41.54,1083893,40645993
2017-11-23,1291.25,41.51,1083163,40618626
2017-11-24,1288.22,41.42,1080622,40523311
2017-11-27,1294.50,41.62,1085890,40720861
2017-11-28,1294.01,41.60,1085479,40705447
2017-11-29,1283.57,41.27,1076721,40377036
2017-11-30,1274.76,40.98,1069331,40099903
2017-12-01,1280.26,41.16,1073944,40272916
2017-12-04,1276.23,41.03,1070564,40146144
2017-12-05,1266.55,40.72,1062444,39841644
2017-12-06,1263.94,40.64,1060254,39759538
2017-12-07,1246.70,40.08,1045793,39217223
2017-12-08,1248.14,40.13,1047001,39262523
2017-12-11,1241.96,39.93,1041816,39068118
2017-12-12,1243.85,39.99,1043402,39127572
2017-12-13,1255.45,40.36,1053133,39492470
2017-12-14,1252.85,40.28,1050952,39410683
2017-12-15,1255.26,40.36,1052973,39486495
2017-12-18,1261.69,40.56,1058367,39688760
2017-12-19,1261.72,40.57,1058392,39689705
2017-12-20,1265.62,40.69,1061664,39812388
2017-12-21,1266.76,40.73,1062620,39848249
2017-12-22,1275.01,40.99,1069540,40107768
2017-12-25,1275.24,41.00,1069733,40115002
2017-12-26,1283.29,41.26,1076486,40368231
2017-12-27,1287.41,41.39,1079942,40497833
2017-12-28,1294.84,41.63,1086175,40731555
2017-12-29,1302.55,41.88,1092642,40974090
2018-01-01,1306.86,42.02,1096258,41109667
2018-01-02,1318.14,42.38,1105720,41464500
2018-01-03,1312.84,42.21,1101274,41297778
2018-01-04,1322.97,42.53,1109772,41616436
2018-01-05,1320.21,42.45,1107456,41529614
2018-01-08,1320.58,42.46,1107767,41541253
2018-01-09,1312.66,42.20,1101123,41292118
2018-01-10,1317.19,42.35,1104923,41434614
2018-01-11,1322.42,42.52,1109310,41599137
2018-01-12,1338.40,43.03,1122715,42101816
2018-01-15,1340.16,43.09,1124191,42157180
2018-01-16,1338.61,43.04,1122891,42108421
2018-01-17,1327.73,42.69,1113765,41766170
2018-01-18,1327.19,42.67,1113312,41749182
2018-01-19,1331.80,42.82,1117179,41894202
2018-01-22,1334.11,42.89,1119116,41966865
2018-01-23,1341.39,43.13,1125223,42195872
2018-01-24,1358.15,43.67,1139282,42723088
2018-01-25,1348.05,43.34,1130810,42405375
2018-01-26,1350.14,43.41,1132563,42471119
2018-01-29,1340.35,43.09,1124351,42163156
2018-01-30,1338.55,43.04,1122841,42106535
2018-01-31,1345.10,43.25,1128335,42312575
2018-02-01,1349.19,43.38,1131766,42441233
2018-02-02,1332.98,42.86,1118169,41931319
2018-02-05,1339.60,43.07,1123722,42139563
2018-02-06,1325.02,42.60,1111491,41680924
2018-02-07,1318.49,42.39,1106014,41475510
2018-02-08,1318.97,42.41,1106416,41490608
2018-02-09,1316.69,42.33,1104504,41418886
2018-02-12,1322.88,42.53,1109696,41613605
2018-02-13,1329.55,42.75,1115291,41823424
2018-02-14,1350.76,43.43,1133083,42490622
2018-02-15,1353.30,43.51,1135214,42570524
2018-02-16,1347.86,43.33,1130651,42399397
2018-02-19,1346.69,43.30,1129669,42362591
2018-02-20,1329.49,42.74,1115241,41821535
2018-02-21,1324.26,42.58,1110854,41657016
2018-02-22,1331.51,42.81,1116935,41885078
2018-02-23,1328.94,42.73,1114780,41804232
2018-02-26,1333.16,42.86,1118320,41936983
2018-02-27,1318.20,42.38,1105770,41466386
2018-02-28,1318.05,42.38,1105645,41461671
2018-03-01,1316.55,42.33,1104386,41414485
2018-03-02,1322.20,42.51,1109126,41592213
2018-03-05,1320.01,42.44,1107289,41523325
2018-03-06,1334.46,42.90,1119410,41977874
2018-03-07,1325.54,42.62,1111928,41697282
2018-03-08,1322.35,42.51,1109252,41596933
2018-03-09,1323.70,42.56,1110384,41639398
2018-03-12,1323.05,42.54,1109839,41618955
2018-03-13,1326.39,42.64,1112641,41724019
2018-03-14,1325.00,42.60,1111475,41680294
2018-03-15,1316.26,42.32,1104143,41405362
2018-03-16,1314.00,42.25,1102247,41334269
2018-03-19,1316.94,42.34,1104713,41426750
2018-03-20,1311.21,42.16,1099907,41246503
2018-03-21,1332.17,42.83,1117489,41905841
2018-03-22,1328.95,42.73,1114788,41804547
2018-03-23,1347.22,43.31,1130114,42379264
2018-03-26,1353.46,43.51,1135348,42575554
2018-03-27,1344.71,43.23,1128008,42300307
2018-03-28,1324.99,42.60,1111466,41679979
2018-03-29,1325.00,42.60,1111475,41680294
2018-04-02,1341.35,43.13,1125190,42194612
2018-04-03,1332.83,42.85,1118043,41926600
2018-04-04,1333.35,42.87,1118479,41942958
2018-04-05,1326.55,42.65,1112775,41729054
2018-04-06,1333.20,42.86,1118353,41938238
2018-04-09,1336.24,42.96,1120903,42033868
2018-04-10,1340.05,43.08,1124099,42153721
2018-04-11,1353.29,43.51,1135206,42570209
2018-04-12,1335.48,42.94,1120266,42009961
2018-04-13,1345.46,43.26,1128637,42323899
2018-04-16,1345.91,43.27,1129015,42338057
2018-04-17,1347.29,43.32,1130172,42381468
2018-04-18,1349.32,43.38,1131875,42445322
2018-04-19,1345.60,43.26,1128755,42328304
2018-04-20,1335.12,42.93,1119964,41998637
2018-04-23,1325.00,42.60,1111475,41680294
2018-04-24,1330.68,42.78,1116239,41858970
2018-04-25,1323.33,42.55,1110074,41627760
